,403_IC,403_IL,405_IC,405_IL,407_IC,407_IL,408_IC,408_IL,411_IC,411_IL,412_IC,412_IL,414_IC,414_IL,420_IC,420_IL,425_IC,425_IL,427_IC,427_IL,428_IC,428_IL,431_IC,431_IL,432_IC,432_IL,433_IC,433_IL,437_IC,437_IL,438_IC,438_IL,439_IC,439_IL,444_IC,444_IL,449_IC,449_IL,450_IC,450_IL,451_IC,451_IL,452_IC,452_IL,456_IC,456_IL,459_IC,459_IL,461_IC,461_IL,463_IC,463_IL,464_IC,464_IL,465_IC,465_IL,466_IC,466_IL,471_IC,471_IL,472_IC,472_IL,475_IC,475_IL,476_IC,476_IL,478_IC,478_IL,481_IC,481_IL,482_IC,482_IL,484_IC,484_IL,485_IC,485_IL,489_IC,489_IL,495_IC,495_IL,500_IC,500_IL,505_IC,505_IL,509_IC,509_IL,510_IC,510_IL,515_IC,515_IL,517_IC,517_IL,518_IC,518_IL,519_IC,519_IL,521_IC,521_IL,522_IC,522_IL,524_IC,524_IL,528_IC,528_IL,532_IC,532_IL,534_IC,534_IL,535_IC,535_IL,536_IC,536_IL,538_IC,538_IL,541_IC,541_IL,542_IC,542_IL,547_IC,547_IL,548_IC,548_IL,549_IC,549_IL,553_IC,553_IL,555_IC,555_IL,562_IC,562_IL,564_IC,564_IL,568_IC,568_IL,571_IC,571_IL,572_IC,572_IL,573_IC,573_IL,577_IC,577_IL,578_IC,578_IL,579_IC,579_IL,580_IC,580_IL,584_IC,584_IL,590_IC,590_IL,592_IC,592_IL
412_IC,0.381195425,0.45221305,0.36489765,0.317289883,0.263003436,0.344283146,0.403810502,0.437173277,0.412334877,0.31496199,0,0.290147642,0.313184195,0.551737693,0.365802708,0.59092054,0.426824351,0.367874385,0.543600408,0.581976051,0.224085875,0.380358815,0.39796902,0.425693157,0.346300914,0.514648502,0.377474024,0.486023802,0.253661866,0.481312727,0.315757337,0.359433192,0.354646024,0.379842803,0.340808295,0.398401019,0.329488629,0.363123533,0.344197537,0.527789478,0.542784289,0.555503332,0.514185962,0.400983043,0.372006211,0.388842968,0.373345144,0.339699857,0.409801996,0.467932419,0.295491846,0.386741635,0.355180323,0.290471782,0.398526287,0.29239196,0.379811068,0.582364013,0.324006661,0.423145921,0.230406215,0.375603073,0.48859057,0.379012381,0.370819756,0.554818761,0.210138074,0.49791899,0.34902436,0.436345218,0.391481997,0.424665755,0.385852581,0.383024297,0.41337077,0.450716015,0.375650442,0.335138639,0.318278366,0.403651334,0.426010714,0.539689584,0.264622163,0.504837346,0.310634788,0.311962654,0.355824403,0.410142363,0.380354779,0.450790359,0.284564622,0.276344298,0.358254036,0.483463311,0.42172042,0.520827837,0.30444128,0.481614918,0.55770177,0.356499039,0.360426175,0.330863363,0.264765239,0.514583653,0.467913577,0.475162819,0.35642897,0.539710741,0.29795456,0.339748026,0.345639762,0.401586236,0.32964626,0.33627877,0.510394189,0.369191555,0.285054669,0.469070751,0.272310406,0.38687867,0.243231093,0.38830436,0.390689084,0.549108209,0.291403019,0.340057099,0.34838363,0.354058372,0.375529876,0.416818141,0.296559134,0.504123284,0.29506351,0.405415525,0.33372563,0.328109913,0.54801264,0.537473274,0.227798037,0.3420828,0.381679954,0.359665149,0.247042699,0.417128062,0.327525397,0.495916264,0.357757649,0.30001081,0.329102425,0.311523919,0.385002074,0.34707356,0.573145342,0.332795458
412_IL,0.303161531,0.378111155,0.325057285,0.254781479,0.320583145,0.298054444,0.298315256,0.274270471,0.358656351,0.28225529,0.290147642,0,0.382599246,0.495180731,0.316934454,0.504172063,0.371311541,0.271898598,0.479454231,0.508497285,0.296600343,0.319439212,0.359008406,0.38714596,0.301653587,0.460881611,0.379512114,0.450109751,0.189824431,0.385912886,0.306558714,0.275028112,0.283521023,0.281075695,0.270045148,0.362600785,0.265838656,0.290745007,0.343952777,0.48674236,0.477467797,0.479352497,0.527496827,0.337594201,0.391823261,0.302276575,0.393491579,0.348808757,0.355861932,0.424722237,0.38240698,0.365050624,0.357650566,0.292982315,0.372444289,0.234703151,0.306144057,0.511113139,0.288403901,0.285742277,0.297141423,0.310363924,0.447427931,0.421695816,0.265481731,0.479252416,0.324738558,0.423246454,0.280450973,0.313947697,0.36143295,0.361375392,0.35623397,0.331360039,0.309602547,0.443441299,0.246778446,0.237715787,0.349037582,0.357376919,0.512326262,0.554919788,0.271905655,0.371973538,0.406051271,0.29531085,0.306194824,0.338964286,0.389841379,0.43552184,0.250135364,0.253135239,0.245010018,0.481693294,0.383652336,0.457092618,0.339653569,0.406754759,0.479075873,0.303489265,0.37450022,0.302738035,0.26641215,0.435322925,0.430188518,0.426883383,0.269470593,0.491462422,0.310941972,0.258692116,0.368679544,0.337413992,0.302048091,0.2289765,0.546786162,0.248990223,0.254701398,0.404520489,0.325118857,0.297677647,0.336919385,0.31888038,0.379352459,0.488324409,0.182359542,0.299951151,0.306121894,0.30281858,0.301895479,0.373610133,0.246283509,0.454111887,0.219595391,0.372346447,0.306235607,0.306553634,0.503387492,0.470152947,0.302826972,0.274214886,0.287166405,0.298576181,0.200249002,0.386413128,0.290137875,0.453707057,0.415603856,0.288429644,0.314053825,0.228403936,0.305737456,0.332608286,0.511824314,0.297025689
414_IC,0.289925133,0.349028985,0.438493613,0.282103937,0.292602542,0.317000401,0.320799384,0.375953098,0.304419014,0.400234518,0.313184195,0.382599246,0,0.439503729,0.296304761,0.516756162,0.411553316,0.316895606,0.462558301,0.485193427,0.254495618,0.275202251,0.36464679,0.347896471,0.279824998,0.405783525,0.338345737,0.422893865,0.331741303,0.366367523,0.320091515,0.417859247,0.314065957,0.336944202,0.324602358,0.327210274,0.284180371,0.303294922,0.304492169,0.434708062,0.419959063,0.453565462,0.385086971,0.337363529,0.292340957,0.328696175,0.38099053,0.331259288,0.365500514,0.456456805,0.300584876,0.290187265,0.294939097,0.298663211,0.37497885,0.292115462,0.237896974,0.469322351,0.385213509,0.41873697,0.288236933,0.234682173,0.497935374,0.358185585,0.287185824,0.426789605,0.26301775,0.384561291,0.342744412,0.357140584,0.374029093,0.370135446,0.336372776,0.326259957,0.381551162,0.453955697,0.297382898,0.350549069,0.351623513,0.390526638,0.441512607,0.460896544,0.270747973,0.432405257,0.246715494,0.263356982,0.317135844,0.389426912,0.406795902,0.534304036,0.364375284,0.351687371,0.294626199,0.44611194,0.299165495,0.417872267,0.348123909,0.393664541,0.454247211,0.310419486,0.430045247,0.417292249,0.348234711,0.42380246,0.391602874,0.442297826,0.37765308,0.441278855,0.301511681,0.325886115,0.237421239,0.339508379,0.281655775,0.305710362,0.487538429,0.378427653,0.301819749,0.383248373,0.22890335,0.350093919,0.237584566,0.337655129,0.389175383,0.475743981,0.288475371,0.246201797,0.308065146,0.326534715,0.311337552,0.315338721,0.264330133,0.418814979,0.363099314,0.29669806,0.24345575,0.304918227,0.43840426,0.42009107,0.204919403,0.305313054,0.308540623,0.314693192,0.329876869,0.367445956,0.292682416,0.379891975,0.262295356,0.275375282,0.330171768,0.39220605,0.330773151,0.313417306,0.491283388,0.31826948
414_IL,0.371481911,0.373130654,0.448980173,0.420030451,0.500436008,0.504313019,0.403077985,0.458610013,0.374657311,0.546378817,0.551737693,0.495180731,0.439503729,0,0.401848478,0.300582578,0.517985592,0.457411754,0.233641693,0.223519663,0.520048824,0.381608649,0.44175612,0.288423509,0.448479555,0.195771293,0.495627791,0.509023783,0.498162975,0.362128889,0.501652421,0.490788212,0.374612957,0.447644003,0.408052713,0.326812118,0.49806031,0.431183397,0.503010673,0.226419049,0.2519539,0.254332207,0.246281156,0.35916488,0.466995473,0.406910698,0.569874893,0.588124425,0.534810202,0.460381122,0.543123581,0.489365954,0.430673341,0.468835957,0.436671356,0.440183722,0.393430773,0.164335686,0.555462463,0.536463276,0.544574986,0.469007108,0.644730557,0.61730562,0.428692247,0.208163577,0.510403749,0.215469478,0.42503346,0.425168701,0.475076182,0.37643714,0.466875476,0.454671863,0.548908899,0.610837368,0.480938887,0.460706581,0.479618705,0.53155914,0.652438841,0.327324319,0.476204653,0.4645558,0.469950657,0.401339624,0.523193307,0.515797413,0.578949083,0.666460961,0.472870151,0.479851397,0.474648579,0.351909539,0.473189241,0.273265518,0.439934421,0.314977908,0.229439038,0.434453501,0.560132104,0.572868832,0.535944416,0.309368036,0.410228285,0.401575766,0.523849715,0.209708818,0.468497895,0.427061623,0.550245757,0.466940682,0.453375044,0.491578398,0.661704048,0.557342986,0.450176652,0.315250414,0.531134997,0.535021134,0.486383679,0.438524378,0.473684183,0.292641649,0.45523365,0.445442699,0.399848287,0.440904464,0.42063614,0.335639987,0.490243195,0.267550136,0.54468598,0.351701137,0.43745955,0.484557354,0.180319694,0.226414316,0.484523458,0.440442308,0.485869426,0.508554632,0.515754836,0.505985258,0.472281813,0.333618553,0.407309065,0.47059765,0.418325605,0.502926565,0.452214401,0.495505796,0.224494546,0.382543001
420_IC,0.266285608,0.330474754,0.377606673,0.249219722,0.396302109,0.305933201,0.255439362,0.28476708,0.305331671,0.377027767,0.365802708,0.316934454,0.296304761,0.401848478,0,0.448794076,0.342068148,0.325855121,0.41847484,0.426810612,0.330691774,0.246081862,0.321275921,0.33486698,0.309146878,0.363244214,0.336101662,0.423906434,0.288925888,0.352496798,0.296707099,0.330576016,0.274935113,0.288802252,0.289598862,0.30566631,0.310759868,0.313325906,0.407328382,0.37130386,0.348948877,0.372359982,0.396495539,0.305133427,0.312706778,0.288782761,0.378126482,0.420370528,0.398611414,0.42737974,0.371107526,0.346570185,0.283808152,0.287733853,0.265312229,0.299532712,0.241946489,0.405680807,0.362659809,0.414077829,0.346674581,0.330364619,0.485444929,0.459470291,0.279609455,0.38070886,0.298676902,0.351899662,0.30094091,0.327519041,0.372435256,0.361435763,0.272765145,0.291775779,0.411189285,0.462260184,0.254040417,0.298117443,0.343263354,0.354017197,0.500776239,0.512802484,0.371264231,0.40196913,0.319620253,0.228222864,0.379480664,0.443496699,0.420575237,0.530770546,0.320036125,0.284931159,0.269960209,0.427257645,0.350185206,0.38625861,0.315457138,0.360200409,0.381515267,0.296368627,0.480093563,0.442026623,0.363402735,0.366694379,0.391438435,0.417766922,0.383784472,0.417269418,0.294637727,0.300836222,0.366216233,0.351548657,0.280269602,0.28710185,0.567867982,0.379287419,0.325150951,0.341611206,0.339099007,0.403929853,0.377176997,0.315890888,0.423162761,0.45382514,0.267540362,0.291252141,0.196767177,0.318526659,0.273073747,0.283947926,0.305305534,0.374329251,0.355316314,0.311149663,0.289924456,0.306355769,0.429137425,0.37943144,0.280135739,0.277477705,0.251730813,0.358494029,0.32607278,0.35726387,0.260009828,0.338915216,0.390634277,0.310465414,0.271307063,0.37502723,0.357692028,0.290412924,0.41230553,0.23994545
420_IL,0.430160528,0.38091351,0.531532651,0.455255387,0.577694345,0.512562279,0.465242753,0.425688321,0.439921728,0.565613018,0.59092054,0.504172063,0.516756162,0.300582578,0.448794076,0,0.549972392,0.463211344,0.271119221,0.259442135,0.576273847,0.458867202,0.433329142,0.36981226,0.5011028,0.277850607,0.537722076,0.512866864,0.516006165,0.385330575,0.539367042,0.460081319,0.421974145,0.436058659,0.517610039,0.403861438,0.562269683,0.454848019,0.537791204,0.255249015,0.235820793,0.19378926,0.352610475,0.429237294,0.470807648,0.407083429,0.600432216,0.599744854,0.546889025,0.492260693,0.589015811,0.511020513,0.459425863,0.52678338,0.433893717,0.472370848,0.441936833,0.249279615,0.569904784,0.531400302,0.577908611,0.496809328,0.655799287,0.639183597,0.469562671,0.292949829,0.561516454,0.332965746,0.457028443,0.426797001,0.51550458,0.45159743,0.467391096,0.46102273,0.554244401,0.613940461,0.517877767,0.483740007,0.529919435,0.561137912,0.643597462,0.397224068,0.509935003,0.488635832,0.570687222,0.456150291,0.57009892,0.511781708,0.626185954,0.673414352,0.515045336,0.538053512,0.495062114,0.326294282,0.506834416,0.285896196,0.480163548,0.31185434,0.214044455,0.463708267,0.605828229,0.56107345,0.575409812,0.255368077,0.461538903,0.386466441,0.587210255,0.230132752,0.498268584,0.41943572,0.599107245,0.483172611,0.519295414,0.535720823,0.705953143,0.550113062,0.498513083,0.329789852,0.587054685,0.572821455,0.562625812,0.437477713,0.48975938,0.252039135,0.508942822,0.452776909,0.442239772,0.443851691,0.450713961,0.366993602,0.533680385,0.234426697,0.574419976,0.383953283,0.516307099,0.525528303,0.278038418,0.222261489,0.55192979,0.475074567,0.537169964,0.543250287,0.54575026,0.522637114,0.455176067,0.33586385,0.445513768,0.506809367,0.518007137,0.551209345,0.479303596,0.531404867,0.19748959,0.432302194
425_IC,0.378741639,0.378898915,0.411800375,0.301712829,0.467117517,0.373798534,0.284460344,0.320804215,0.310919006,0.370104555,0.426824351,0.371311541,0.411553316,0.517985592,0.342068148,0.549972392,0,0.320069714,0.485209411,0.503083879,0.44356981,0.355784092,0.313651033,0.372215306,0.323160093,0.47084261,0.253422748,0.37723113,0.377194252,0.410942822,0.245230721,0.447310483,0.348086631,0.332118047,0.380724745,0.371569726,0.306043024,0.332104713,0.335532536,0.479771555,0.466014751,0.491448816,0.545613727,0.38581202,0.407105332,0.356993111,0.313026169,0.396828613,0.427639245,0.382754048,0.360968609,0.347481597,0.383730877,0.315605673,0.318463629,0.396440801,0.342069127,0.532993666,0.373856906,0.423068035,0.424174428,0.380718748,0.286825007,0.438660599,0.365862225,0.482838488,0.358100558,0.464238664,0.42210544,0.429056104,0.444890129,0.453583054,0.346006965,0.367499219,0.29507012,0.344048157,0.341641726,0.400951866,0.342545622,0.32086466,0.415024994,0.485904248,0.45065049,0.278406644,0.392309616,0.332987601,0.397351026,0.430332143,0.273032491,0.466660828,0.340977671,0.311020125,0.34359655,0.572021847,0.293786651,0.472852643,0.462061548,0.457496172,0.512716187,0.360042127,0.41296895,0.386958902,0.339920514,0.464420902,0.3691464,0.417166879,0.393972024,0.499825489,0.311415284,0.326740114,0.365243867,0.337712447,0.323255031,0.298728721,0.37218389,0.337534662,0.392324724,0.437611571,0.360666048,0.456282275,0.478975801,0.357240167,0.429242005,0.513805257,0.279701896,0.352719959,0.368453224,0.413413582,0.318583853,0.386674608,0.299861826,0.464161604,0.347609112,0.396974367,0.374974743,0.29084037,0.500909257,0.498948851,0.338006872,0.341607786,0.248315321,0.345909821,0.375741448,0.372283388,0.40492522,0.445914358,0.455476541,0.332216547,0.392392433,0.366373978,0.337861167,0.33777156,0.539946309,0.34640226
425_IL,0.229941521,0.250593623,0.360330482,0.159980114,0.3726482,0.238990707,0.320397881,0.277454939,0.298218447,0.328285395,0.367874385,0.271898598,0.316895606,0.457411754,0.325855121,0.463211344,0.320069714,0,0.421115931,0.463511087,0.353204075,0.237858921,0.298278957,0.301709335,0.15642326,0.37978782,0.298242139,0.368058411,0.299855332,0.277047924,0.293013797,0.295025803,0.277183267,0.246769192,0.33889852,0.287710532,0.234487759,0.196074766,0.338776179,0.391736347,0.398898453,0.424195084,0.483604054,0.273888536,0.353422772,0.214405217,0.341897953,0.332878937,0.329715449,0.326114088,0.365177883,0.268721637,0.28528732,0.225694308,0.282480429,0.281902249,0.254791934,0.466646526,0.343149467,0.353707081,0.339712979,0.160766241,0.435066212,0.413732661,0.260143856,0.434171948,0.29383718,0.354034737,0.328163551,0.342534945,0.371255055,0.331709633,0.346820878,0.27732699,0.26703625,0.402246027,0.27236411,0.330149339,0.264394877,0.301495588,0.479247978,0.471360118,0.338341017,0.323288243,0.37750463,0.196799473,0.300530229,0.296983866,0.354319863,0.403759266,0.301237768,0.319430753,0.255768481,0.473985132,0.286115655,0.357285977,0.428805934,0.341236936,0.437150419,0.220254071,0.365090178,0.318965646,0.275944559,0.344376561,0.299649211,0.329221861,0.332385707,0.413770638,0.232612404,0.168466425,0.324974612,0.202097507,0.181666287,0.192816692,0.531244553,0.24923068,0.256543151,0.338360892,0.285626664,0.313401629,0.330207341,0.287677536,0.349074637,0.436170136,0.190490235,0.216966775,0.322212108,0.224614622,0.247348771,0.245051605,0.217217547,0.355323452,0.281589212,0.256823303,0.251226094,0.236293998,0.433831511,0.4138386,0.278026643,0.22967236,0.238755422,0.172293296,0.251169259,0.235430404,0.315909925,0.365486582,0.317197445,0.246288801,0.365269659,0.318450288,0.155770984,0.25314962,0.463085749,0.28459749
427_IC,0.353173431,0.316972219,0.464441808,0.412867154,0.495682068,0.476427178,0.383828517,0.412319193,0.366931612,0.499853911,0.543600408,0.479454231,0.462558301,0.233641693,0.41847484,0.271119221,0.485209411,0.421115931,0,0.136409638,0.502117609,0.392520997,0.332531945,0.294955276,0.452913983,0.263493327,0.46719788,0.482148803,0.462521994,0.329853979,0.495700752,0.415722814,0.356309758,0.389171014,0.45005345,0.335179613,0.496681622,0.40452766,0.455013184,0.247586038,0.241533294,0.227555027,0.266028713,0.34185252,0.372827912,0.395540896,0.56196248,0.5634563,0.517256027,0.41904252,0.545425652,0.459702579,0.395652024,0.484329007,0.364448619,0.436116876,0.386765865,0.204262744,0.485789993,0.517262921,0.529952453,0.456218637,0.605955795,0.612039094,0.420326541,0.187576318,0.502672524,0.244446864,0.443912508,0.425621647,0.444293478,0.374872248,0.406955882,0.430658592,0.523601393,0.60206674,0.478981651,0.45170515,0.452934108,0.515083044,0.606019546,0.310310842,0.452401948,0.484538307,0.500919304,0.421546974,0.512023161,0.471982615,0.573539725,0.647128027,0.445838005,0.458013815,0.462638352,0.323464224,0.438848868,0.209920395,0.42822357,0.292253435,0.218856908,0.427499818,0.51401426,0.550906608,0.525792011,0.271697819,0.389037669,0.341466608,0.541453431,0.251789913,0.452006307,0.408866638,0.528436622,0.444038043,0.455722519,0.48789266,0.658098171,0.529454324,0.456258171,0.303529262,0.531670667,0.53005147,0.501284788,0.383661575,0.456838139,0.295506824,0.459027391,0.419733996,0.376754915,0.432946474,0.389074007,0.338485763,0.481138478,0.242739267,0.494613531,0.342346821,0.456410533,0.481768213,0.175700813,0.218019073,0.483919155,0.426573738,0.460317431,0.496935899,0.50375815,0.473549756,0.439230277,0.293083968,0.399952548,0.466608042,0.45131733,0.495451718,0.410516599,0.470792603,0.196423019,0.391814468
427_IL,0.388517063,0.340610673,0.48383083,0.455432998,0.534204593,0.510738444,0.399703973,0.425229986,0.374350161,0.535836893,0.581976051,0.508497285,0.485193427,0.223519663,0.426810612,0.259442135,0.503083879,0.463511087,0.136409638,0,0.541946752,0.425773086,0.360698115,0.304849175,0.463408052,0.239597031,0.48992498,0.50666037,0.487557318,0.356063698,0.52076181,0.448677309,0.393143245,0.423709815,0.474933636,0.357679156,0.54084427,0.445099188,0.4923409,0.227614957,0.231652156,0.202416388,0.259665108,0.37731898,0.415189471,0.408460779,0.588006985,0.605406389,0.534672237,0.452572134,0.565043661,0.492997958,0.435626983,0.500108845,0.397270215,0.456468012,0.411639449,0.159299277,0.520644627,0.535531656,0.557964716,0.493017323,0.626638074,0.638321443,0.432938164,0.203609745,0.549524651,0.275422474,0.453691412,0.435045463,0.45764052,0.421565062,0.434087981,0.469734381,0.557173128,0.621561817,0.498992903,0.481183381,0.497643458,0.546163983,0.640416676,0.336157926,0.491718981,0.49858998,0.524624798,0.448296642,0.540233453,0.498524962,0.602086085,0.670501851,0.460650697,0.486808405,0.502407024,0.300163366,0.467338625,0.227106692,0.45321311,0.269041947,0.179356557,0.442360827,0.562613039,0.587908574,0.542647807,0.28222634,0.406919597,0.372667989,0.559391927,0.239285839,0.487361297,0.424532418,0.54430323,0.46910448,0.48840568,0.510348981,0.671355183,0.564662168,0.474691987,0.319724261,0.56553464,0.563046827,0.536987549,0.421263481,0.460241291,0.317853073,0.490930123,0.44997703,0.410051219,0.442724157,0.401534365,0.367324875,0.512891741,0.253724259,0.533920867,0.378715444,0.497366056,0.519587332,0.170263421,0.194950358,0.519844675,0.464956131,0.486881963,0.533650075,0.537174177,0.515959203,0.467993151,0.318484541,0.436285127,0.504834448,0.481605961,0.509187052,0.460005942,0.515762481,0.176572347,0.417758535
428_IC,0.296242502,0.421742829,0.323043978,0.336144485,0.190695427,0.313432493,0.380180911,0.406593385,0.411016587,0.352501133,0.224085875,0.296600343,0.254495618,0.520048824,0.330691774,0.576273847,0.44356981,0.353204075,0.502117609,0.541946752,0,0.297865198,0.395903811,0.424129136,0.343665009,0.488866716,0.406850576,0.50736642,0.221238416,0.426885074,0.346116505,0.354135621,0.345082957,0.364242028,0.315441904,0.401059951,0.308582325,0.35084242,0.374742185,0.518390683,0.473208507,0.512906533,0.490819487,0.388937912,0.299633405,0.374696462,0.432243477,0.329297565,0.438955342,0.49745563,0.357474404,0.400544925,0.341502838,0.346383148,0.392420738,0.291407117,0.292651933,0.54231296,0.30674547,0.423897051,0.17939727,0.311234516,0.538628016,0.421699178,0.290759038,0.489534206,0.284089334,0.448061619,0.303261141,0.40859042,0.325636156,0.393917601,0.349159152,0.331136676,0.450545062,0.507224924,0.317957956,0.312379525,0.387892626,0.412265336,0.470899673,0.533727461,0.248652007,0.461632901,0.267983212,0.320508326,0.310206734,0.398601292,0.449919522,0.485502138,0.316604195,0.265822211,0.344477456,0.449715869,0.405471188,0.499488607,0.285484557,0.46091631,0.513915314,0.322700946,0.380225111,0.401556139,0.270946497,0.492217698,0.435934788,0.489404637,0.311157447,0.528081924,0.267689446,0.327957552,0.276419019,0.363400554,0.267672706,0.31548633,0.538857518,0.38432324,0.254626376,0.439035268,0.264134418,0.35926094,0.191200211,0.376395075,0.386275058,0.560306218,0.310830228,0.313813855,0.314783489,0.359675966,0.356800634,0.416731821,0.318047102,0.494801528,0.268309761,0.414770247,0.30302633,0.338519109,0.501322051,0.491945928,0.239537326,0.363867791,0.361688956,0.381318483,0.218202607,0.42455387,0.314734844,0.443407741,0.347836688,0.345301546,0.25797494,0.285670712,0.403491004,0.387970106,0.539827615,0.323703255
428_IL,0.21303378,0.324954806,0.35477704,0.211921898,0.380497303,0.300170824,0.278716494,0.286749151,0.261853315,0.397582295,0.380358815,0.319439212,0.275202251,0.381608649,0.246081862,0.458867202,0.355784092,0.237858921,0.392520997,0.425773086,0.297865198,0,0.288376491,0.30303498,0.254328256,0.352874077,0.351424805,0.427885178,0.320080912,0.329937206,0.32958506,0.35709588,0.261333448,0.302210459,0.273588063,0.267645309,0.292563686,0.259779791,0.359431232,0.3944683,0.368400851,0.393819158,0.397903567,0.310001767,0.349572516,0.215448205,0.360464189,0.397817791,0.337329556,0.402464113,0.396486792,0.30663129,0.299782582,0.240900513,0.342952013,0.301365233,0.211737718,0.411002561,0.389695664,0.413925479,0.331613724,0.279479202,0.47466912,0.425974932,0.285963579,0.373992653,0.343662823,0.314120579,0.31312848,0.342048793,0.338436524,0.30873743,0.34116042,0.300632367,0.330628365,0.419785824,0.31257228,0.348909149,0.32211208,0.355644955,0.497888346,0.439441338,0.333712677,0.360992944,0.350961615,0.227557414,0.340542679,0.345004564,0.39689936,0.535214028,0.324501539,0.316794154,0.286343273,0.434459316,0.309079657,0.369025201,0.396959124,0.34105998,0.392792721,0.280054776,0.4421098,0.402797155,0.340805167,0.366102302,0.322692568,0.375945835,0.341246847,0.415127929,0.2805374,0.218996694,0.357756681,0.251124615,0.266506963,0.260041618,0.550575388,0.346414541,0.294670973,0.335159286,0.337499225,0.366356682,0.301908709,0.319897292,0.39915302,0.426945169,0.262701709,0.23793155,0.293042259,0.293810953,0.275055716,0.276387243,0.278032823,0.364826321,0.340471478,0.30456459,0.225693954,0.302803109,0.405083752,0.367455948,0.291166295,0.315281161,0.27864961,0.300921507,0.300189888,0.329778625,0.329052333,0.333612361,0.344374937,0.30760668,0.305139234,0.34306283,0.254952774,0.284768242,0.43235071,0.300380409
431_IC,0.275588614,0.277032031,0.340889123,0.275800383,0.46567691,0.357445217,0.291883309,0.254478907,0.277936146,0.382414411,0.39796902,0.359008406,0.36464679,0.44175612,0.321275921,0.433329142,0.313651033,0.298278957,0.332531945,0.360698115,0.395903811,0.288376491,0,0.315088741,0.317334741,0.396486678,0.321525935,0.392584794,0.318602672,0.311838729,0.323332186,0.325140204,0.286607055,0.29524383,0.360263644,0.348695142,0.376339068,0.309091052,0.317349945,0.376580696,0.338862793,0.363429015,0.425291609,0.334876254,0.290420819,0.255495995,0.406986031,0.419527079,0.343562363,0.410292047,0.388859584,0.330584801,0.280071598,0.332633727,0.251534044,0.339930704,0.280758959,0.421114273,0.34081928,0.455801145,0.434705211,0.324063957,0.439687728,0.47778462,0.346541145,0.346457275,0.336579726,0.381162608,0.376945028,0.385871998,0.351845017,0.380153383,0.307057255,0.361624616,0.359152083,0.44806368,0.356433957,0.386191468,0.292774245,0.381379182,0.458830878,0.433989705,0.348355475,0.428849734,0.376795313,0.305551288,0.411084162,0.34164505,0.410039684,0.540447424,0.308411448,0.335397213,0.333271582,0.433182455,0.307665243,0.336024641,0.41134209,0.325582514,0.375762591,0.342718773,0.460947491,0.396055196,0.417604829,0.340494403,0.326000354,0.284156212,0.440530726,0.400937087,0.352966555,0.291036884,0.424468824,0.303971637,0.326028355,0.346848439,0.52168833,0.361462129,0.313404649,0.357725225,0.418322975,0.435923127,0.38526764,0.290607642,0.3824835,0.419800761,0.321215802,0.282263848,0.301785475,0.323096,0.273981441,0.306300677,0.356484922,0.320540048,0.367659461,0.291616065,0.340561241,0.398826313,0.400517223,0.350545076,0.346068561,0.285763205,0.339769139,0.359834946,0.378172474,0.356904786,0.352031759,0.360216928,0.353233591,0.355492308,0.39149947,0.378072534,0.314144996,0.382520106,0.397453578,0.305003724
431_IL,0.284636958,0.276662148,0.422006241,0.287015467,0.467899269,0.378420532,0.295883542,0.310110895,0.303285099,0.419018408,0.425693157,0.38714596,0.347896471,0.288423509,0.33486698,0.36981226,0.372215306,0.301709335,0.294955276,0.304849175,0.424129136,0.30303498,0.315088741,0,0.287478641,0.216429312,0.366713113,0.364235352,0.362476622,0.322410755,0.362282192,0.372247581,0.306979242,0.287668176,0.336329945,0.190633334,0.367048515,0.277595761,0.375688277,0.326759538,0.274602845,0.30074999,0.361905108,0.271206651,0.409019696,0.259681442,0.430550583,0.466420026,0.4147228,0.381263888,0.410674604,0.378808121,0.329464445,0.333630172,0.324088187,0.330233469,0.304629169,0.312377807,0.433792998,0.396990246,0.435162933,0.358174618,0.520392521,0.510245449,0.295359868,0.318868149,0.386302724,0.253524747,0.389483746,0.360093015,0.443366731,0.347857129,0.361644023,0.337376715,0.427313904,0.489326894,0.364951757,0.375156835,0.320702373,0.405686272,0.54149155,0.319006424,0.382620611,0.349199723,0.419970029,0.312243285,0.372269687,0.369662071,0.453798997,0.55929801,0.354532055,0.346247169,0.350506446,0.34363967,0.332910294,0.288958162,0.365073459,0.233965526,0.286060839,0.324847113,0.430155566,0.443727277,0.378830457,0.268109147,0.291285785,0.305175883,0.440546947,0.261790684,0.348243368,0.307270108,0.442492872,0.365249735,0.321266197,0.353936016,0.586218535,0.407112155,0.336761498,0.251099523,0.416004653,0.443251004,0.401607722,0.318289672,0.374601161,0.352458191,0.322637361,0.337107207,0.336575387,0.364306346,0.310929737,0.248292503,0.341690777,0.264007679,0.441514066,0.247178194,0.34507616,0.350704845,0.295647168,0.255396611,0.342531187,0.31572754,0.354073045,0.366500197,0.376871721,0.398056581,0.401290939,0.259345053,0.282588892,0.340617214,0.347778464,0.419033482,0.308936545,0.339628855,0.347436692,0.233077887
